file,class,source_url,source_page,license,author,acquired_at,sha256,group_id,review_status,notes
data/raw/commons/sujo/commons-03e33b13ca1ba776.jpg,sujo,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b8/2008-09-20_Dirty_water_spilling_from_a_bottle.jpg/960px-2008-09-20_Dirty_water_spilling_from_a_bottle.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:2008-09-20_Dirty_water_spilling_from_a_bottle.jpg,CC BY-SA 4.0,Ildar Sagdejev (Specious),2026-09-24T20:29:07.459403+00:00,03e33b13ca1ba77679873a58061d12c45b8d603d32290a1b13581fb83d817108,commons-5204599,reserva,Amostra em recipiente com turbidez e tonalidade marrom evidentes; revisada.
data/raw/commons/sujo/commons-28187cf49023cc33.jpg,sujo,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c3/Murky_water%2C_checking_turbidity._%284606483974%29.jpg/960px-Murky_water%2C_checking_turbidity._%284606483974%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Murky_water,_checking_turbidity._(4606483974).jpg",Public domain,USEPA Environmental-Protection-Agency,2026-09-24T20:29:07.459403+00:00,28187cf49023cc33ea1e4bf15aa81ed2276d460c7fb0eadcb3ab39b15915d49f,commons-51973366,rejected,"Rejeitada: cena de rio/pessoa, domínio distante de copo ou amostra."
data/raw/commons/sujo/commons-4842ef915c474d98.jpg,sujo,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/30/Greywater_treatment.jpg/960px-Greywater_treatment.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Greywater_treatment.jpg,CC BY 2.0,SuSanA Secretariat,2026-09-24T20:29:07.459403+00:00,4842ef915c474d9846bc9cec8c529df7cf25b45e7463dc83fdc1c6e746e7c017,commons-34203912,rejected,Rejeitada: dois frascos com aparências divergentes tornam o rótulo ambíguo.
data/teste/professor/limpo/limpo2.jpg,limpo,,local://fotos-proprias,Uso acadêmico no projeto; confirmar autoria antes de redistribuir,Autor original não registrado,2026-09-24T20:30:12.158616+00:00,cf3a2f71b8bb300ba2b158e7858ca3757f36ed4d714d70be76da5c072e3ca6bd,local-limpo-2020,holdout,Foto de teste do professor: nunca entra no treino.
data/teste/professor/sujo/sujo19.jpg,sujo,,local://fotos-proprias,Uso acadêmico no projeto; confirmar autoria antes de redistribuir,Autor original não registrado,2026-09-24T20:30:12.158616+00:00,a63961231a7806afe6717ae4751747269a59749d7bf6401e7c1d0bd36001da68,local-sujo-2020,holdout,Foto de teste do professor: nunca entra no treino.
data/raw/commons/limpo/commons-4fac7c81c5f78c02.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/75/A_glass_of_water.jpg/960px-A_glass_of_water.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:A_glass_of_water.jpg,CC BY-SA 4.0,Susan Slater,2026-09-26T13:28:30.905342+00:00,4fac7c81c5f78c020bd7c7a7cb8b941043cff7f9dca66784d313598a2e789f51,commons-46437382,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-fb9e8e919ad650f0.jpg,limpo,https://upload.wikimedia.org/wikipedia/commons/d/d3/Bengali_ek_glas_pani.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Bengali_ek_glas_pani.jpg,CC BY-SA 4.0,Babunayem,2026-09-26T13:28:30.905342+00:00,fb9e8e919ad650f06015edb49cb30518d66ebdbdef0ceb57da91238cf4e3527f,commons-144422245,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-621bb55c21efeb12.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/91/Carafe_d%27eau.jpeg/960px-Carafe_d%27eau.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Carafe_d%27eau.jpeg,CC BY-SA 3.0,User:Libreerre,2026-09-26T13:28:30.905342+00:00,621bb55c21efeb12e8b7f77f260be2e913267269b0289361cd07bfbbb163fc53,commons-25997735,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-7d934fca90f89f83.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7f/Clean_water_%2830313108598%29.jpg/960px-Clean_water_%2830313108598%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Clean_water_(30313108598).jpg,Public domain,[1],2026-09-26T13:28:30.905342+00:00,7d934fca90f89f83a4f5e4eea41ee1c2f606eb8c38e33ef4f30703c94cd1cce3,commons-198526479,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-79a3ca2d05ab48a2.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/Cold_Water_%28117688999%29.jpeg/960px-Cold_Water_%28117688999%29.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Cold_Water_(117688999).jpeg,CC BY 3.0,Faldrian,2026-09-26T13:28:30.905342+00:00,79a3ca2d05ab48a2599237eb2c4546309ede237dd380099de802f741852e879c,commons-73391967,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-3bf36e1c45117724.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9b/Cold_water_%281733066814%29.jpg/960px-Cold_water_%281733066814%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Cold_water_(1733066814).jpg,CC BY 2.0,くーさん,2026-09-26T13:28:30.905342+00:00,3bf36e1c45117724b665f02e8572ee17c251245a0d5da8d8c1f768eb0be7fa6b,commons-34360675,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-3514d551c5659310.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d4/Cup_With_Water.jpg/960px-Cup_With_Water.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Cup_With_Water.jpg,CC BY-SA 4.0,RENATO20303,2026-09-26T13:28:30.905342+00:00,3514d551c5659310a7fcc73b8538aec4f08065dc27219cbb29a6c072c8352369,commons-94721667,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-961a008c73cc41b0.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/DicWater.jpg/960px-DicWater.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:DicWater.jpg,CC BY-SA 4.0,Pakixa,2026-09-26T13:28:30.905342+00:00,961a008c73cc41b0c22445b331970f6c5568cb3c29fd192c0fbe76bffa799191,commons-118053028,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-483ef996fb3ec8ba.jpg,limpo,https://upload.wikimedia.org/wikipedia/commons/2/23/Edalontzia.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Edalontzia.jpg,CC BY-SA 4.0,Mirentxu.sasieta,2026-09-26T13:28:30.905342+00:00,483ef996fb3ec8ba0437657394ebcb9ef1c7ce8d35595f9ec9d1cfac9e378817,commons-96966934,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-48623b0da138f1ac.jpg,limpo,https://upload.wikimedia.org/wikipedia/commons/f/f7/Glas_halbvoll.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Glas_halbvoll.JPG,Public domain,Wikimedia Commons contributor,2026-09-26T13:28:30.905342+00:00,48623b0da138f1acd6bae283fdf81d10ce57a7ced571f4d333262b6cef026baa,commons-430708,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-fa82bc92cc00cfa9.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/Glass_of_Water_%2850838445027%29.jpg/960px-Glass_of_Water_%2850838445027%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Glass_of_Water_(50838445027).jpg,CC0,Alabama Extension,2026-09-26T13:28:30.905342+00:00,fa82bc92cc00cfa90ab9dd2b624ff7f5982adaba7c0d3e8e8cd9c917e7d476d9,commons-165949376,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-a3976803e517e574.jpg,limpo,https://upload.wikimedia.org/wikipedia/commons/9/94/Glass_of_water_with_ice_cubes.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Glass_of_water_with_ice_cubes.JPG,CC BY-SA 4.0,AdriannaNicole,2026-09-26T13:28:30.905342+00:00,a3976803e517e5747118860401fb644b8c897a164feb1c5d71cf4eff11901edf,commons-36329345,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-8e6a1794134b2d9c.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/09/Ice_water_%2811462178684%29.jpg/960px-Ice_water_%2811462178684%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Ice_water_(11462178684).jpg,CC BY 2.0,"Kirt Cathey from Shibuya, Tokyo, Japan",2026-09-26T13:28:30.905342+00:00,8e6a1794134b2d9c91dd06980234f4a3939bd7886b5f6ff029ff7de038d7c8ff,commons-148627446,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-bb44a88fb7612777.jpg,limpo,https://upload.wikimedia.org/wikipedia/commons/8/88/Trinkglas%2C_Tumbler-Form.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,"https://commons.wikimedia.org/wiki/File:Trinkglas,_Tumbler-Form.jpg",CC BY-SA 3.0,Jaques,2026-09-26T13:28:30.905342+00:00,bb44a88fb76127779aeccc669f0eb9a736a58652b951bcc85f8767000ed9a473,commons-14842259,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-03394e955c0e7b07.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/Vaso_con_agua%2C_Madrid%2C_Espa%C3%B1a%2C_2021_01.jpg/960px-Vaso_con_agua%2C_Madrid%2C_Espa%C3%B1a%2C_2021_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Vaso_con_agua,_Madrid,_Espa%C3%B1a,_2021_01.jpg",CC BY-SA 4.0,Benjamín Núñez González,2026-09-26T13:28:30.905342+00:00,03394e955c0e7b0758e4403752406564529420cdad54300acf1627a4eb7e68a1,commons-106394147,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-80a197c1fa31e8a7.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/38/Vaso_con_agua%2C_Madrid%2C_Espa%C3%B1a%2C_2021_02.jpg/960px-Vaso_con_agua%2C_Madrid%2C_Espa%C3%B1a%2C_2021_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Vaso_con_agua,_Madrid,_Espa%C3%B1a,_2021_02.jpg",CC BY-SA 4.0,Benjamín Núñez González,2026-09-26T13:28:30.905342+00:00,80a197c1fa31e8a7170e510a333a9a431c64be2a0edb141691524ef6c45b9243,commons-106394146,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-0a1ccba619872d60.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/Vaso_de_agua-Hotel.jpg/960px-Vaso_de_agua-Hotel.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Vaso_de_agua-Hotel.jpg,CC BY 3.0,Tamorlan,2026-09-26T13:28:30.905342+00:00,0a1ccba619872d6039ac2b2d9082f09677e355db629992151dafe6bb4a2ce372,commons-11301183,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-5fd27b4bf6670671.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/57/Vaso_de_agua.jpg/960px-Vaso_de_agua.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Vaso_de_agua.jpg,CC BY-SA 3.0,Giovanakitty,2026-09-26T13:28:30.905342+00:00,5fd27b4bf667067104433a1ee05aac865e286273f637015a958b73d92f0e1af4,commons-24693748,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-8ad1c7844c674ea4.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9a/Water_glass9.jpg/960px-Water_glass9.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Water_glass9.jpg,CC BY-SA 4.0,Zuhairali,2026-09-26T13:28:30.905342+00:00,8ad1c7844c674ea4dcef722ef7463625fe84c0b887a817d8b1cee5c4e9ccfbfa,commons-86222081,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-135287167666edc1.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/The_Water.JPG/960px-The_Water.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:The_Water.JPG,CC BY-SA 4.0,LeoNado10,2026-09-26T13:28:30.905342+00:00,135287167666edc17d9d6504c6113c2d028540b346f5bdb09e09d8482f63b366,commons-40990261,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-d9ba4ddeefff2ae4.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/79/Water_20211205_115735.jpg/960px-Water_20211205_115735.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Water_20211205_115735.jpg,CC BY-SA 4.0,Ka23 13,2026-09-26T13:28:30.905342+00:00,d9ba4ddeefff2ae4768bb524e17d17f168c9a3d6eb4ea828a126069f7c785eae,commons-116088297,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/limpo/commons-00249611f55b278a.jpg,limpo,https://upload.wikimedia.org/wikipedia/commons/e/e1/%E9%A3%B2%E6%B0%B4_%284820799273%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:%E9%A3%B2%E6%B0%B4_(4820799273).jpg,CC BY-SA 2.0,akihito nakanishi,2026-09-26T13:28:30.905342+00:00,00249611f55b278a49bcbd73ebc90ea8d0277464143302c6f607f7ed974b761b,commons-43021572,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água visualmente clara."
data/raw/commons/sujo/commons-2a561d9081a05b3e.jpg,sujo,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/04/Mud_and_water_suspension_and_clear_water.JPG/960px-Mud_and_water_suspension_and_clear_water.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Mud_and_water_suspension_and_clear_water.JPG,CC BY-SA 3.0,Meganbeckett27,2026-09-26T13:28:30.905342+00:00,2a561d9081a05b3e765ced6afc6d317a8c5d8570a7b53302224280df3321e5fb,commons-31812637,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água barrenta e sedimento (metade esquerda). Recorte (90, 100, 420, 660) da miniatura de 960 px."
data/raw/commons/limpo/commons-42868b02787d47ac.jpg,limpo,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/04/Mud_and_water_suspension_and_clear_water.JPG/960px-Mud_and_water_suspension_and_clear_water.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Mud_and_water_suspension_and_clear_water.JPG,CC BY-SA 3.0,Meganbeckett27,2026-09-26T13:28:30.905342+00:00,42868b02787d47ac787d46ddc5d084fbf4f75450ed2faac6065ba0093d328843,commons-31812637,reserva,"Revisão visual (assistente Claude, 2026-09-26): copo com água transparente (metade direita). Recorte (500, 100, 820, 660) da miniatura de 960 px."
data/raw/commons/sujo/commons-c7d2b4a70ef88a8b.jpg,sujo,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/59/Dirty_water_4.jpg/960px-Dirty_water_4.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Dirty_water_4.jpg,CC BY-SA 4.0,Nkpelawuni,2026-09-26T13:28:30.905342+00:00,c7d2b4a70ef88a8b83284de7bd6d667da232ae35f6451cdb0ba7c26e36a3eef5,commons-150161560,reserva,"Revisão visual (assistente Claude, 2026-09-26): bacias com água barrenta. Recorte (250, 420, 560, 720) da miniatura de 960 px."
data/raw/commons/sujo/commons-144a3641cac36605.jpg,sujo,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bc/A_plate_containing_dirty_water.jpg/960px-A_plate_containing_dirty_water.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:A_plate_containing_dirty_water.jpg,CC BY-SA 4.0,Alexander achie004,2026-09-26T13:28:30.905342+00:00,144a3641cac36605b8289c54e0f8273b5f607c10861a76a862bf0d6d8969b037,commons-135219169,reserva,"Revisão visual (assistente Claude, 2026-09-26): recipiente plástico com água suja. Recorte (320, 570, 530, 850) da miniatura de 960 px."
data/raw/commons/sujo/commons-32f07e910f4ec2c8.jpg,sujo,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f3/Algae_sedimentation.jpg/960px-Algae_sedimentation.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Algae_sedimentation.jpg,CC BY-SA 4.0,Ahom04,2026-09-26T13:28:30.905342+00:00,32f07e910f4ec2c8d8679f894952a129ff71a6156ebaa5f424e5af963d3722d6,commons-45061321,reserva,"Revisão visual (assistente Claude, 2026-09-26): proveta com água verde de algas. Recorte (90, 0, 390, 900) da miniatura de 960 px."
data/teste/whatsapp/limpo/whatsapp-2026-09-25-14h49m38.jpeg,limpo,,local://fotos-proprias,Fotos próprias do projeto (uso acadêmico),Equipe do projeto,2026-09-26T13:33:51.574331+00:00,5f4b6831df49b19eac510c4b6ddf8f22bca41f3af395686b389e777ad18aa77a,whatsapp-2026-09-25-1449,holdout,Foto de teste extra (WhatsApp): nunca entra no treino.
data/teste/whatsapp/limpo/whatsapp-2026-09-25-14h50m09.jpeg,limpo,,local://fotos-proprias,Fotos próprias do projeto (uso acadêmico),Equipe do projeto,2026-09-26T13:33:51.574331+00:00,8f7ae175d5987785a6ac32d7096da25dd12819a7fec255f583abc30c92cc9e7e,whatsapp-2026-09-25-1449,holdout,Foto de teste extra (WhatsApp): nunca entra no treino.
data/teste/whatsapp/sujo/whatsapp-2026-09-25-14h53m51.jpeg,sujo,,local://fotos-proprias,Fotos próprias do projeto (uso acadêmico),Equipe do projeto,2026-09-26T13:33:51.574331+00:00,47a482e4d52553e220363d34a4a1089a69e4aa1bab5a81fd91ae4b43af3d02f0,whatsapp-2026-09-25-1449,holdout,Foto de teste extra (WhatsApp): nunca entra no treino.
data/teste/whatsapp/sujo/whatsapp-2026-09-25-14h53m58.jpeg,sujo,,local://fotos-proprias,Fotos próprias do projeto (uso acadêmico),Equipe do projeto,2026-09-26T13:33:51.574331+00:00,36728281d556d67da2c810e3e82937a9fbe26a72fef4a2cabd8317e3d87d2ad4,whatsapp-2026-09-25-1449,holdout,Foto de teste extra (WhatsApp): nunca entra no treino.
data/teste/whatsapp/sujo/whatsapp-2026-09-25-15h06m46.jpeg,sujo,,local://fotos-proprias,Fotos próprias do projeto (uso acadêmico),Equipe do projeto,2026-09-26T13:33:52.787972+00:00,280fb7368e80ed9349dd6e884eb4faec6843f6ef4d924300b0f45b70d3b0d6ee,whatsapp-2026-09-25-1506,holdout,Foto de teste extra (WhatsApp): nunca entra no treino.
